Q15	pointe shoe made	D15-3	pointe shoe developed desire dancer appear weightless sylph evolved enable dancer dance en pointe tip toe extended period time	0
Q15	pointe shoe made	D15-4	normally worn female dancer though male dancer may wear unorthodox role ugly stepsister cinderella bottom midsummer night dream men performing woman dance company les ballets trockadero grandiva	0
Q15	pointe shoe made	D15-5	manufactured variety color commonly shade light pink	0
Q16	much 1 tablespoon water	D16-0	tablespoon ha capacity 15 ml	1
Q16	much 1 tablespoon water	D16-1	measuring spoons	0
Q16	much 1 tablespoon water	D16-2	us part canada tablespoon largest type spoon used eating bowl	0
Q16	much 1 tablespoon water	D16-3	uk europe commonwealth country tablespoon type large spoon usually used serving	0
Q16	much 1 tablespoon water	D16-4	country tablespoon serving spoon nearest equivalent us tablespoon either dessert spoon soup spoon	0
Q16	much 1 tablespoon water	D16-5	tablespoonful nominally capacity one tablespoon commonly used measure volume cooking	0
Q16	much 1 tablespoon water	D16-6	abbreviated tb tb tbsp tblsp tblspn	0
Q16	much 1 tablespoon water	D16-7	capacity ordinary tablespoon regulated law subject considerable variation	0
Q16	much 1 tablespoon water	D16-8	usa one tablespoon measurement unit approximately 15 ml capacity actual tablespoon dining utensil range 7 ml 14 ml	1
Q16	much 1 tablespoon water	D16-9	australia one tablespoon measurement unit 20 ml	1
Q17	much harry potter movie worth	D17-0	harry potter series seven fantasy novel written british author rowling	0
Q17	much harry potter movie worth	D17-1	book chronicle adventure wizard harry potter friend ronald weasley hermione granger student hogwarts school witchcraft wizardry	0
Q17	much harry potter movie worth	D17-2	main story arc concern harry quest overcome dark wizard lord voldemort whose aim become immortal conquer wizarding world subjugate people destroy stand way especially harry potter	0
Q17	much harry potter movie worth	D17-3	since release first novel harry potter philosopher stone 30 june 1997 book gained immense popularity critical acclaim commercial success worldwide	0
Q17	much harry potter movie worth	D17-4	series ha also share criticism including concern increasingly dark tone	0
Q17	much harry potter movie worth	D17-5	book series ha sold 450 million copy making book series history ha translated 67 language	0
Q17	much harry potter movie worth	D17-6	last four book consecutively set record book history	0
Q17	much harry potter movie worth	D17-7	series many genre including fantasy coming age element mystery thriller adventure romance ha many cultural meaning reference	0
Q17	much harry potter movie worth	D17-8	according rowling main theme death	0
Q17	much harry potter movie worth	D17-9	also many theme series prejudice corruption	0
Q17	much harry potter movie worth	D17-10	initial major publisher book bloomsbury united kingdom scholastic press united states	0
Q17	much harry potter movie worth	D17-11	book since published many publisher worldwide	0
Q17	much harry potter movie worth	D17-12	book seventh book split two part made film series warner pictures film series time	0
Q17	much harry potter movie worth	D17-13	series also originated much merchandise making harry potter brand worth excess 15 billion	1
Q17	much harry potter movie worth	D17-14	also due success book film harry potter ha used theme park wizarding world harry potter universal parks resorts islands adventure	0
Q18	rocket engine work	D18-0	tested nasa stennis space center	0
Q18	rocket engine work	D18-1	nearly transparent exhaust due engine exhaust mostly superheated steam water vapor propellant hydrogen oxygen	0
Q18	rocket engine work	D18-2	viking 5c rocket engine	0
Q18	rocket engine work	D18-3	rocket engine simply rocket jet engine us stored propellant mass forming high speed propulsive jet	1
Q18	rocket engine work	D18-4	rocket engine reaction engine obtain thrust accordance newton third law	0
Q18	rocket engine work	D18-5	since need external material form jet rocket engine used spacecraft propulsion well terrestrial us missile	0
Q18	rocket engine work	D18-6	rocket engine internal combustion engine although form also exist	0
Q18	rocket engine work	D18-7	rocket engine group highest exhaust velocity far lightest least propellant efficient type jet engine	0
Q19	old wa britney spear recorded hit baby one time	D19-0	baby one time song american recording artist britney spears	0
Q19	old wa britney spear recorded hit baby one time	D19-1	served spears debut single title track debut studio album baby one time 1999	0
Q19	old wa britney spear recorded hit baby one time	D19-2	written max martin produced martin rami baby one time wa released september 30 1998 jive records	0
Q19	old wa britney spear recorded hit baby one time	D19-3	recording sending demo tape unused song toni braxton spears signed deal jive	0
Q19	old wa britney spear recorded hit baby one time	D19-4	baby one time teen pop song refers girl regret breaking boyfriend	0
Q19	old wa britney spear recorded hit baby one time	D19-5	song received generally favorable review critic praised composition	0
Q19	old wa britney spear recorded hit baby one time	D19-6	baby one time attained global success reaching number one every country charted	0
Q19	old wa britney spear recorded hit baby one time	D19-7	also received numerous certification around world one single time 10 million copy sold	0
Q19	old wa britney spear recorded hit baby one time	D19-8	accompanying music video directed nigel dick portrays spears student catholic high school start daydream singing dancing around school watching love interest afar	0
Q19	old wa britney spear recorded hit baby one time	D19-9	music video wa later referenced music video u seek amy 2008 spears fictional daughter dressed similar schoolgirl outfit wearing pink ribbon hair	0
Q19	old wa britney spear recorded hit baby one time	D19-10	2010 music video baby one time wa voted third influential video history pop music poll held jam	0
Q19	old wa britney spear recorded hit baby one time	D19-11	spears ha performed baby one time number live appearance concert tour	0
Q19	old wa britney spear recorded hit baby one time	D19-12	wa encore baby one time tour 1999 dream within dream tour 2001 spears also performed remixed version song oops	0
Q19	old wa britney spear recorded hit baby one time	D19-13	world tour 2000 onyx hotel tour 2004 tour 2007 circus starring britney spears 2009 femme fatale tour 2011	0
Q19	old wa britney spear recorded hit baby one time	D19-14	baby one time wa nominated grammy award best female pop vocal performance ha included list blender rolling stone vh1	0
Q19	old wa britney spear recorded hit baby one time	D19-15	ha noted redefining sound late 1990s music	0
Q19	old wa britney spear recorded hit baby one time	D19-16	spears ha named baby one time one favorite song career	0
Q19	old wa britney spear recorded hit baby one time	D19-17	wa also final song played bbc music programme top pops	0
Q21	cholera typhus transmitted prevented	D21-0	cholera infection small intestine caused bacterium vibrio cholerae	0
Q21	cholera typhus transmitted prevented	D21-1	main symptom watery diarrhea vomiting	0
Q21	cholera typhus transmitted prevented	D21-2	transmission occurs primarily drinking water eating food ha contaminated feces waste product infected person including one apparent symptom	1
Q21	cholera typhus transmitted prevented	D21-3	severity diarrhea vomiting lead rapid dehydration electrolyte imbalance death case	0
Q21	cholera typhus transmitted prevented	D21-4	primary treatment oral rehydration therapy typically oral rehydration solution replace water electrolyte	0
Q21	cholera typhus transmitted prevented	D21-5	tolerated doe provide improvement fast enough intravenous fluid also used	0
Q21	cholera typhus transmitted prevented	D21-6	antibacterial drug beneficial severe disease shorten duration severity	0
Q21	cholera typhus transmitted prevented	D21-7	worldwide affect million people cause death year	0
Q21	cholera typhus transmitted prevented	D21-8	cholera wa one earliest infection studied epidemiological method	0
Q22	old sybil vane picture dorian gray	D22-0	picture dorian gray published novel oscar wilde appearing lead story lippincott monthly magazine 20 june 1890 printed july 1890 issue magazine	0
Q22	old sybil vane picture dorian gray	D22-1	magazine editor feared story wa indecent submitted censored roughly 500 word without wilde knowledge publication	0
Q22	old sybil vane picture dorian gray	D22-2	even story wa still greeted outrage british reviewer suggested wilde prosecuted moral ground leading wilde defend novel aggressively letter british press	0
Q22	old sybil vane picture dorian gray	D22-3	wilde later revised story book publication making substantial alteration deleting controversial passage adding new chapter including aphoristic preface ha since become famous right	0
Q22	old sybil vane picture dorian gray	D22-4	amended version wa published ward lock company april 1891	0
Q22	old sybil vane picture dorian gray	D22-5	scholar believe wilde would today wanted u read version originally submitted lippincott	0
Q22	old sybil vane picture dorian gray	D22-6	novel tell young man named dorian gray subject painting artist basil hallward	0
Q22	old sybil vane picture dorian gray	D22-7	basil impressed dorian beauty becomes infatuated believing beauty responsible new mode art	0
Q22	old sybil vane picture dorian gray	D22-8	dorian meet lord henry wotton friend basil becomes enthralled lord henry world view	0
Q22	old sybil vane picture dorian gray	D22-9	espousing new hedonism lord henry suggests thing worth pursuing life beauty fulfilment sens	0
Q22	old sybil vane picture dorian gray	D22-10	realizing one day beauty fade dorian whimsically express desire sell soul ensure portrait basil ha painted would age rather	0
Q22	old sybil vane picture dorian gray	D22-11	dorian wish fulfilled subsequently pursues life debauchery portrait serf reminder effect act ha upon soul sin displayed disfigurement form sign aging	0
Q22	old sybil vane picture dorian gray	D22-12	picture dorian gray considered work classic gothic fiction strong faustian theme	0
Q23	old zsa zsa gabor daughter	D23-0	sári gábor born 6 february 1917 known zsa zsa gabor hungarian american actress acted supporting role movie broadway occasionally television	0
Q23	old zsa zsa gabor daughter	D23-1	gabor wa also socialite	0
Q23	old zsa zsa gabor daughter	D23-2	began stage career vienna age 15 wa crowned miss hungary 1936	0
Q23	old zsa zsa gabor daughter	D23-3	emigrated united states 1941 became actress european flair style personality exuded charm grace	0
Q23	old zsa zsa gabor daughter	D23-4	first movie role wa supporting actress lovely look	0
Q23	old zsa zsa gabor daughter	D23-5	later acted married	0
Q23	old zsa zsa gabor daughter	D23-6	played one leading role moulin rouge 1952 directed john huston described creditable actress	0
Q23	old zsa zsa gabor daughter	D23-7	besides film television appearance best known nine husband including hotel magnate conrad hilton actor george sanders	0
Q23	old zsa zsa gabor daughter	D23-8	stated men always liked always liked men	0
Q23	old zsa zsa gabor daughter	D23-9	like mannish man man know talk treat woman man muscle	0
Q24	bruce lee died	D24-0	bruce lee traditional 李小龍 born lee 27 november 1940 20 july 1973 wa chinese american martial artist actor martial art instructor philosopher filmmaker	0
Q24	bruce lee died	D24-1	founder jeet kune lee wa son cantonese opera star lee	0
Q24	bruce lee died	D24-2	widely considered commentator critic medium martial artist one influential martial artist time pop culture icon 20th century	0
Q24	bruce lee died	D24-3	often credited helping change way asians presented american film	0
Q24	bruce lee died	D24-4	lee wa born chinatown san francisco 27 november 1940 parent hong kong wa raised kowloon family late teen	0
Q24	bruce lee died	D24-5	wa introduced film industry father appeared several film child actor	0
Q24	bruce lee died	D24-6	lee moved united states age 18 receive higher education wa time began teaching martial art	0
Q24	bruce lee died	D24-7	hong kong hollywood film elevated traditional hong kong martial art film new level popularity acclaim sparking surge interest chinese martial art west 1970s	0
Q24	bruce lee died	D24-8	direction tone film changed influenced martial art martial art film hong kong rest world	0
Q24	bruce lee died	D24-9	noted role five film lo wei big boss 1971 fist fury 1972 way dragon 1972 directed written lee warner brothers enter dragon 1973 game death 1978 directed robert clouse	0
Q24	bruce lee died	D24-10	lee became iconic figure known throughout world particularly among chinese portrayed chinese nationalism film	0
Q24	bruce lee died	D24-11	initially trained wing chun later rejected martial art style favouring instead use technique various source spirit personal martial art philosophy dubbed jeet kune way intercepting fist	0
Q24	bruce lee died	D24-12	lee held dual citizenship hong kong united states	0
Q24	bruce lee died	D24-13	died kowloon tong 20 july 1973 age 32	0
Q25	active one copd	D25-0	chronic obstructive pulmonary disease copd also known chronic obstructive lung disease cold chronic obstructive airway disease coad chronic airflow limitation cal chronic obstructive respiratory disease cord occurrence chronic bronchitis emphysema pair commonly disease lung airway narrow time	0
Q25	active one copd	D25-1	limit airflow lung causing shortness breath dyspnea	0
Q25	active one copd	D25-2	clinical practice copd defined characteristically low airflow lung function test	0
Q25	active one copd	D25-3	contrast asthma limitation poorly reversible usually get progressively worse time	0
Q25	active one copd	D25-4	copd caused noxious particle gas commonly tobacco smoking trigger abnormal inflammatory response lung	0
Q25	active one copd	D25-5	diagnosis copd requires lung function test	0
Q25	active one copd	D25-6	important management strategy smoking cessation vaccination rehabilitation drug therapy often using inhaler	0
Q25	active one copd	D25-7	patient go require oxygen therapy lung transplantation	0
Q25	active one copd	D25-8	worldwide copd ranked sixth leading cause death 1990	0
Q25	active one copd	D25-9	projected become fourth leading cause death worldwide 2030 due increase smoking rate demographic change many country	0
Q25	active one copd	D25-10	copd third leading cause death economic burden copd 2007 wa billion health care cost lost productivity	0
Q26	anne frank die	D26-0	annelies anne marie frank 12 june 1929early march 1945 one discussed jewish victim holocaust	0
Q26	anne frank die	D26-1	diary ha basis several play film	0
Q26	anne frank die	D26-2	born city frankfurt main weimar germany lived life near amsterdam netherlands	0
Q26	anne frank die	D26-3	born german national frank lost citizenship 1941	0
Q26	anne frank die	D26-4	gained international fame posthumously diary wa published	0
Q26	anne frank die	D26-5	document experience hiding german occupation netherlands world war ii	0
Q26	anne frank die	D26-6	frank family moved germany amsterdam 1933 year nazis gained control germany	0
Q26	anne frank die	D26-7	beginning 1940 trapped amsterdam nazi occupation netherlands	0
Q26	anne frank die	D26-8	persecution jewish population increased july 1942 family went hiding hidden room anne father otto frank office building	0
Q26	anne frank die	D26-9	two year group wa betrayed transported concentration camp	0
Q26	anne frank die	D26-10	anne frank sister margot eventually transferred concentration camp died typhus march 1945	1
Q26	anne frank die	D26-11	otto frank survivor family returned amsterdam war find anne diary saved effort led publication 1947	0
Q26	anne frank die	D26-12	wa translated original dutch first published english 1952 diary young girl	0
Q26	anne frank die	D26-13	ha since translated many language	0
Q26	anne frank die	D26-14	diary wa given anne 13th birthday chronicle life 12 june 1942 1 august 1944	0
Q27	old kurt cobain daughter	D27-0	kurt signature	0
Q27	old kurt cobain daughter	D27-1	kurt donald cobain february 20 1967 april 5 1994 wa american musician artist best known lead singer guitarist primary songwriter grunge band nirvana	0
Q27	old kurt cobain daughter	D27-2	cobain formed nirvana krist novoselic aberdeen washington 1985 established part seattle music scene debut album bleach released independent record label sub pop 1989	0
Q27	old kurt cobain daughter	D27-3	signing major label dgc records band found breakthrough success smells like teen spirit second album nevermind 1991	0
Q27	old kurt cobain daughter	D27-4	following success nevermind nirvana wa labeled flagship band generation x cobain hailed spokesman generation	0
Q27	old kurt cobain daughter	D27-5	cobain however wa often uncomfortable frustrated believing message artistic vision misinterpreted public personal issue often subject medium attention	0
Q27	old kurt cobain daughter	D27-6	challenged nirvana audience final studio album utero 1993	0
Q27	old kurt cobain daughter	D27-7	last year life cobain struggled heroin addiction illness depression	0
Q27	old kurt cobain daughter	D27-8	also difficulty coping fame public image professional lifelong personal pressure surrounding wife musician courtney love	0
Q27	old kurt cobain daughter	D27-9	april 8 1994 cobain wa found dead home seattle victim wa officially ruled suicide shotgun wound head	0
Q27	old kurt cobain daughter	D27-10	circumstance death age 27 become topic public fascination debate	0
Q27	old kurt cobain daughter	D27-11	since debut nirvana cobain songwriter ha sold 25 million album 50 million worldwide	0
Q28	aircraft radial engine built	D28-0	radial engine timing cam mechanism	0
Q28	aircraft radial engine built	D28-1	click full resolution animation	0
Q28	aircraft radial engine built	D28-2	radial engine biplane	0
Q28	aircraft radial engine built	D28-3	master rod upright slave balance pratt whitney twin wasp	0
Q28	aircraft radial engine built	D28-4	radial engine reciprocating type internal combustion engine configuration cylinder point outward central crankshaft like spoke wheel	1
Q28	aircraft radial engine built	D28-5	resembles stylized star viewed front called star engine german sternmotor language	0
Q28	aircraft radial engine built	D28-6	radial configuration wa commonly used aircraft engine turbine engine became predominant	0
Q29	old golden girl time show	D29-0	golden girls american sitcom created susan harris originally aired nbc september 13 1985 may 9 1992	0
Q29	old golden girl time show	D29-1	starring bea arthur betty white rue mcclanahan estelle getty show center four older woman sharing home miami florida	0
Q29	old golden girl time show	D29-2	wa produced productions association touchstone television paul junger witt tony thomas harris served original executive producer	0
Q29	old golden girl time show	D29-3	golden girls received critical acclaim throughout run several award including primetime emmy award outstanding comedy series twice	0
Q29	old golden girl time show	D29-4	also three golden globe awards best television series musical comedy	0
Q29	old golden girl time show	D29-5	four star received emmy award throughout series run multiple nomination	0
Q29	old golden girl time show	D29-6	series also ranked among top ten program six seven season	0
Q30	deep drill deep underwater	D30-0	deepwater drilling process oil gas exploration production depth 500 foot	1
Q30	deep drill deep underwater	D30-1	definition approximately 600 deepwater well gulf mexico	0
Q30	deep drill deep underwater	D30-2	ha economically infeasible many year rising oil price company investing area	0
Q30	deep drill deep underwater	D30-3	major company working sector include diamond offshore transocean baker hughes	0
Q30	deep drill deep underwater	D30-4	basically two kind mobile deepwater drilling rig drilling rig drillships	0
Q30	deep drill deep underwater	D30-5	drilling also performed installation floating spar platform platform	0
Q30	deep drill deep underwater	D30-6	recent industry analysis ha estimated total expenditure global deepwater infrastructure market reach 145bn 2011	0
Q30	deep drill deep underwater	D30-7	oil accessible land shallow water	0
Q30	deep drill deep underwater	D30-8	find oil deposit buried deep ocean using sonic equipment oil company determine drilling site likely produce oil	0
Q30	deep drill deep underwater	D30-9	use mobile offshore drilling unit modu dig initial well	0
Q30	deep drill deep underwater	D30-10	unit converted production rig meaning switch drilling oil capturing oil found	0
Q30	deep drill deep underwater	D30-11	time oil company replace modu permanent oil production rig capture modu job drill ocean floor find oil deposit	0
Q30	deep drill deep underwater	D30-12	part drill extends deck water called riser	0
Q30	deep drill deep underwater	D30-13	riser allows drilling fluid move floor rig	0
Q30	deep drill deep underwater	D30-14	engineers lower drill string series pipe designed drill oil deposit riser	0
Q30	deep drill deep underwater	D30-15	expansion deepwater drilling happening despite accident offshore field	0
Q30	deep drill deep underwater	D30-16	2010 large explosion occurred killing 11 worker spilling million gallon oil gulf mexico bp oil rig wa drilling deep water	0
Q30	deep drill deep underwater	D30-17	despite risk deepwater drilling trend spreading mediterranean coast east africa string huge discovery natural gas	0
Q30	deep drill deep underwater	D30-18	reason resumption drilling analyst say continuing high demand energy worldwide	0
Q30	deep drill deep underwater	D30-19	america need oil almost necessary face high risk come deepwater drilling order americans continue carry everyday life	0
Q30	deep drill deep underwater	D30-20	energy department recently projected gulf oil production would expand 2011 level million barrel day still nearly quarter total domestic production 2 million barrel day 2020	0
Q30	deep drill deep underwater	D30-21	deepwater drilling affect environment negative positive way	0
Q30	deep drill deep underwater	D30-22	although deepwater drilling rarely cause oil spill still hazardous possible outcome	0
Q30	deep drill deep underwater	D30-23	oil spill result oil sinking bottom ocean smothering plant life leaving fish without food shelter survive	0
Q30	deep drill deep underwater	D30-24	hand deepwater drilling effect environment positive way	0
Q30	deep drill deep underwater	D30-25	time deepwater oil well use anymore plant grow around well making cave cavern like shelter ideal animal thrive	0
Q30	deep drill deep underwater	D30-26	deepwater drilling also let u see depth ocean floor hardly ever seen	0
Q30	deep drill deep underwater	D30-27	cameras rover bottom well record footage take photo rare fish natural habitat giving scientist look animal rarely seen chevron corporation	0
Q31	old wa monica lewinsky affair	D31-0	monica samille lewinsky born july 23 1973 american woman united states president bill clinton admitted improper relationship worked white house 1995 1996	1
Q31	old wa monica lewinsky affair	D31-1	affair repercussion included clinton impeachment became known lewinsky scandal	0
Q32	long wa frank sinatra famous	D32-0	francis albert frank sinatra december 12 1915 may 14 1998 wa american singer film actor	0
Q32	long wa frank sinatra famous	D32-1	beginning musical career swing era harry james tommy dorsey sinatra found unprecedented success solo artist early signed columbia records 1943	1
Q32	long wa frank sinatra famous	D32-2	idol bobby soxers released first album voice frank sinatra 1946	0
Q32	long wa frank sinatra famous	D32-3	professional career stalled 1950s wa reborn 1953 academy award best supporting actor performance eternity	0
Q32	long wa frank sinatra famous	D32-4	signed capitol records 1953 released several critically lauded album wee small hours songs swingin lovers come fly lonely nice easy	0
Q32	long wa frank sinatra famous	D32-5	sinatra left capitol found record label reprise records 1961 finding success album sinatra sands francis albert sinatra antonio carlos jobim toured internationally wa founding member rat pack fraternized celebrity statesman including john kennedy	0
Q32	long wa frank sinatra famous	D32-6	sinatra turned 50 1965 recorded retrospective september years starred emmy television special frank sinatra man music scored hit strangers night way	0
Q32	long wa frank sinatra famous	D32-7	sale music dwindling appearing several poorly received film sinatra retired first time 1971	0
Q32	long wa frank sinatra famous	D32-8	two year later however came retirement 1973 recorded several album scoring top 40 hit theme new york new york 1980	0
Q32	long wa frank sinatra famous	D32-9	using las vegas show home base toured within united states internationally short time death 1998	0
Q32	long wa frank sinatra famous	D32-10	sinatra also forged highly successful career film actor	0
Q32	long wa frank sinatra famous	D32-11	winning best supporting actor 1953 also garnered nomination best actor man golden arm critical acclaim performance manchurian candidate	0
Q32	long wa frank sinatra famous	D32-12	also starred musical high society pal joey guys dolls town	0
Q32	long wa frank sinatra famous	D32-13	sinatra wa honored kennedy center honors 1983 wa awarded presidential medal freedom ronald reagan 1985 congressional gold medal 1997	0
Q32	long wa frank sinatra famous	D32-14	wa recipient eleven grammy awards including grammy trustees award grammy legend award grammy lifetime achievement award	0
Q32	long wa frank sinatra famous	D32-15	sinatra also one world artist time sold 150 million copy worldwide	0
Q34	big cornhole hole	D34-0	typical cornhole board	0
Q34	big cornhole hole	D34-1	cornhole also known bean bag toss corn toss baggo bag lawn game player take turn throwing corn hole bag raised platform hole far end	0
Q34	big cornhole hole	D34-2	bag hole score 3 point one platform score 1 point	0
Q34	big cornhole hole	D34-3	play continues team player reach score 21	0
Q35	much gold 1986 american eagle worth	D35-0	american gold eagle official gold bullion coin united states	0
Q35	much gold 1986 american eagle worth	D35-1	authorized gold bullion coin act 1985 wa first released united states mint 1986	0
Q36	much hot yoga growing yearly	D36-0	bikram yoga system yoga bikram choudhury synthesized traditional hatha yoga technique popularized beginning early 1970s	0
Q36	much hot yoga growing yearly	D36-1	bikram yoga class run 90 minute consist series 26 posture 2 breathing exercise	0
Q36	much hot yoga growing yearly	D36-2	bikram yoga ideally practiced room heated humidity 40	0
Q37	old massey brother	D37-0	christopher michael massey born 26 january 1990 american actor comedian rapper best known starring michael barret nickelodeon television series zoey 101	0
Q37	old massey brother	D37-1	massey ha received many award nomination including young artist award emmy awards nomination	0
Q37	old massey brother	D37-2	also known appearing several commercial early 2000s	0
